Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,13610,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
33,3408,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
30,2983,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
35,7632,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
31,9824,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
34,9950,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
42,2093,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
36,9980,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
22,3894,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
48,4051,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
55,16835,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
41,6230,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
35,4717,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
40,13237,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
39,3755,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
31,6582,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
42,7406,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
45,4805,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
26,2741,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
29,4262,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
33,16184,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
31,11557,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
18,1878,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
40,10932,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
41,6811,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
26,4306,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
35,4859,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
34,5337,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
26,2340,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
37,7491,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
46,10527,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
41,16595,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
37,8834,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
52,5577,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
32,4707,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
24,2400,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
38,9824,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
37,6447,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
49,19502,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
24,2725,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
26,6272,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
24,2127,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
50,18200,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
25,2096,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
24,2886,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
30,2033,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
34,3622,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
31,4233,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
35,3681,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
31,5460,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
27,2187,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
37,9602,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
20,2836,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
42,4089,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
43,16627,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
38,2619,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
43,5679,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
48,15402,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
44,5985,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
34,2579,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
27,3041,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
21,3447,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
44,19513,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
22,2773,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
33,7104,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
32,6322,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
30,2083,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
53,8381,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
34,2691,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
45,4286,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
26,2659,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
37,9434,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
29,5561,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
35,6646,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
33,7725,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
54,10725,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
36,8847,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
27,2045,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
20,1009,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
33,3348,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
35,1281,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
23,2819,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
25,4851,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
38,4028,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
29,2720,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
48,8120,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
27,4647,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
37,4680,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
50,3221,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
34,8621,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
24,4577,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
39,4553,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
32,5396,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
50,6796,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
38,7625,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
27,7412,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
32,11159,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
47,4960,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
40,10475,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
53,14814,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
41,19141,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
60,5405,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
27,8793,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
41,19189,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,5,Manager,3,Married,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
50,3875,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
28,2216,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
36,11713,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
38,7861,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
44,3708,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
47,13770,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
30,5304,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
29,2642,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
42,2759,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
43,6804,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
34,6142,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
23,2500,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
39,6389,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
56,11103,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,81,3,4,Healthcare Representative,4,Married,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
40,2342,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,86,2,1,Research Scientist,4,Single,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
27,6811,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
29,2297,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
53,2450,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
35,5093,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
32,5309,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
38,3057,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
34,5121,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
52,16856,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,31,2,4,Manager,1,Married,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
33,2686,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
25,6180,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
45,6632,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
23,3505,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
47,6397,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
34,6274,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
55,19859,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
36,7587,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
52,4258,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
26,4364,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
29,4335,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
26,5326,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
34,3280,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
54,5485,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
27,4342,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1
37,2782,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
